ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERDATE,STATUS,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME
10169,48,80.55,11/4/2003 0:00,Shipped,Motorcycles,S50_4713,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10180,21,93.56,11/11/2003 0:00,Shipped,Motorcycles,S50_4713,Daedalus Designs Imports,20.16.1555,"184, chauss‚e de Tournai",Lille,,59000,France,EMEA,Ranc‚,Martine
10190,40,66.72,11/19/2003 0:00,Shipped,Motorcycles,S50_4713,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10211,40,80.55,1/15/2004 0:00,Shipped,Motorcycles,S50_4713,Auto Canal+ Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,,75016,France,EMEA,Perrier,Dominique
10224,50,77.29,2/21/2004 0:00,Shipped,Motorcycles,S50_4713,Daedalus Designs Imports,20.16.1555,"184, chauss‚e de Tournai",Lille,,59000,France,EMEA,Ranc‚,Martine
10237,20,68.34,4/5/2004 0:00,Shipped,Motorcycles,S50_4713,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,NA,Frick,Michael
10252,48,72.41,5/26/2004 0:00,Shipped,Motorcycles,S50_4713,Auto Canal+ Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,,75016,France,EMEA,Perrier,Dominique
10264,47,89.5,6/30/2004 0:00,Shipped,Motorcycles,S50_4713,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,MA,51003,USA,NA,Yoshido,Juri
10276,21,70.78,8/2/2004 0:00,Shipped,Motorcycles,S50_4713,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,NA,Barajas,Miguel
10285,39,78.92,8/27/2004 0:00,Shipped,Motorcycles,S50_4713,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,NA,Hernandez,Marta
10299,44,80.55,9/30/2004 0:00,Shipped,Motorcycles,S50_4713,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,,21240,Finland,EMEA,Karttunen,Matti
10309,28,88.68,10/15/2004 0:00,Shipped,Motorcycles,S50_4713,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas
10319,45,77.29,11/3/2004 0:00,Shipped,Motorcycles,S50_4713,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,NY,10022,USA,NA,Kuo,Kee
10331,20,100,11/17/2004 0:00,Shipped,Motorcycles,S50_4713,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa
10341,38,100,11/24/2004 0:00,Shipped,Motorcycles,S50_4713,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,,5020,Austria,EMEA,Pipps,Georg
10356,26,100,12/9/2004 0:00,Shipped,Motorcycles,S50_4713,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,,75508,France,EMEA,Da Cunha,Daniel
10365,44,100,1/7/2005 0:00,Shipped,Motorcycles,S50_4713,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA,Tam,Wing C
10375,49,100,2/3/2005 0:00,Shipped,Motorcycles,S50_4713,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA,Labrune,Janine
10390,22,100,3/4/2005 0:00,Shipped,Motorcycles,S50_4713,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10403,31,68.34,4/8/2005 0:00,Shipped,Motorcycles,S50_4713,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth
10105,41,70.67,2/11/2003 0:00,Shipped,Ships,S700_1138,Danish Wholesale Imports,31 12 3555,Vinb‘ltet 34,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte
10119,25,76.67,4/28/2003 0:00,Shipped,Ships,S700_1138,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,,5020,Austria,EMEA,Pipps,Georg
10129,31,60,6/12/2003 0:00,Shipped,Ships,S700_1138,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,,WX3 6FW,UK,EMEA,Brown,Ann
10142,41,64,8/8/2003 0:00,Shipped,Ships,S700_1138,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10153,43,64.67,9/28/2003 0:00,Shipped,Ships,S700_1138,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10167,43,75.34,10/23/2003 0:00,Cancelled,Ships,S700_1138,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Br„cke,,S-844 67,Sweden,EMEA,Larsson,Maria
10177,24,76,11/7/2003 0:00,Shipped,Ships,S700_1138,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,,28023,Spain,EMEA,Fernandez,Jesus
10185,21,54,11/14/2003 0:00,Shipped,Ships,S700_1138,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA,Tam,Wing C
10197,23,64.67,11/26/2003 0:00,Shipped,Ships,S700_1138,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo
10208,38,74.67,1/2/2004 0:00,Shipped,Ships,S700_1138,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,,69004,France,EMEA,Saveley,Mary
10222,31,62.67,2/19/2004 0:00,Shipped,Ships,S700_1138,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,CA,91217,USA,NA,Thompson,Valarie
10233,36,70.67,3/29/2004 0:00,Shipped,Ships,S700_1138,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,NJ,94019,USA,NA,Brown,William
10248,36,71.34,5/7/2004 0:00,Cancelled,Ships,S700_1138,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,NA,Yu,Kwai
10261,34,62,6/17/2004 0:00,Shipped,Ships,S700_1138,Qu‚bec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montr‚al,Qu‚bec,H1J 1C3,Canada,NA,FresniŠre,Jean
10273,21,65.34,7/21/2004 0:00,Shipped,Ships,S700_1138,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine
10283,45,78.67,8/20/2004 0:00,Shipped,Ships,S700_1138,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth
10295,26,75.34,9/10/2004 0:00,Shipped,Ships,S700_1138,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,MA,51003,USA,NA,Yoshido,Juri
10306,50,54,10/14/2004 0:00,Shipped,Ships,S700_1138,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
10315,41,62,10/29/2004 0:00,Shipped,Ships,S700_1138,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA,Labrune,Janine
10326,39,60,11/9/2004 0:00,Shipped,Ships,S700_1138,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Lule†,,S-958 22,Sweden,EMEA,Berglund,Christina
10339,22,100,11/23/2004 0:00,Shipped,Ships,S700_1138,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko
10350,46,76.67,12/2/2004 0:00,Shipped,Ships,S700_1138,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10373,44,100,1/31/2005 0:00,Shipped,Ships,S700_1138,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko
10385,25,77.34,2/28/2005 0:00,Shipped,Ships,S700_1138,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10396,39,66.67,3/23/2005 0:00,Shipped,Ships,S700_1138,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10414,37,71.34,5/6/2005 0:00,On Hold,Ships,S700_1138,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,MA,51003,USA,NA,Yoshido,Juri
10106,31,100,2/17/2003 0:00,Shipped,Planes,S700_1691,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
10120,47,82.21,4/29/2003 0:00,Shipped,Planes,S700_1691,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
10133,24,77.64,6/27/2003 0:00,Shipped,Planes,S700_1691,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10143,36,100,8/10/2003 0:00,Shipped,Planes,S700_1691,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA,Tam,Wing C
10156,48,100,10/8/2003 0:00,Shipped,Planes,S700_1691,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10168,28,98.65,10/28/2003 0:00,Shipped,Planes,S700_1691,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,NA,Hirano,Juri
10199,48,83.12,12/1/2003 0:00,Shipped,Planes,S700_1691,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,CA,94019,USA,NA,Thompson,Steve
10210,21,78.55,1/12/2004 0:00,Shipped,Planes,S700_1691,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory
10223,25,100,2/20/2004 0:00,Shipped,Planes,S700_1691,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
10235,25,100,4/2/2004 0:00,Shipped,Planes,S700_1691,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth
10250,31,91.34,5/11/2004 0:00,Shipped,Planes,S700_1691,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,NA,Frick,Sue
10262,40,84.03,6/24/2004 0:00,Cancelled,Planes,S700_1691,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10275,32,89.51,7/23/2004 0:00,Shipped,Planes,S700_1691,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA,Labrune,Janine
10284,24,83.12,8/21/2004 0:00,Shipped,Planes,S700_1691,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan
10296,42,100,9/15/2004 0:00,Shipped,Planes,S700_1691,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,,80686,Germany,EMEA,Donnermeyer,Michael
10308,21,100,10/15/2004 0:00,Shipped,Planes,S700_1691,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,NA,Frick,Steve
10316,34,82.21,11/1/2004 0:00,Shipped,Planes,S700_1691,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen
10328,27,100,11/12/2004 0:00,Shipped,Planes,S700_1691,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
10340,30,88.6,11/24/2004 0:00,Shipped,Planes,S700_1691,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo
10353,39,100,12/4/2004 0:00,Shipped,Planes,S700_1691,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,CT,97561,USA,NA,Lewis,Dan
10361,20,60.54,12/17/2004 0:00,Shipped,Planes,S700_1691,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
10375,37,81.87,2/3/2005 0:00,Shipped,Planes,S700_1691,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA,Labrune,Janine
10388,46,100,3/3/2005 0:00,Shipped,Planes,S700_1691,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,USA,NA,Benitez,Violeta
10398,47,87.69,3/30/2005 0:00,Shipped,Planes,S700_1691,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,,51100,France,EMEA,Henriot,Paul
10401,11,100,4/3/2005 0:00,On Hold,Planes,S700_1691,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,NJ,94019,USA,NA,Brown,William
10416,23,91.34,5/10/2005 0:00,Shipped,Planes,S700_1691,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio
10105,29,70.15,2/11/2003 0:00,Shipped,Ships,S700_1938,Danish Wholesale Imports,31 12 3555,Vinb‘ltet 34,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte
10117,38,79.68,4/16/2003 0:00,Shipped,Ships,S700_1938,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan,Natividad,Eric
10128,32,97,6/6/2003 0:00,Shipped,Ships,S700_1938,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10142,43,84.01,8/8/2003 0:00,Shipped,Ships,S700_1938,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10153,31,87.48,9/28/2003 0:00,Shipped,Ships,S700_1938,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10166,29,100,10/21/2003 0:00,Shipped,Ships,S700_1938,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,MA,50553,USA,NA,Benitez,Violeta
10177,31,88.34,11/7/2003 0:00,Shipped,Ships,S700_1938,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,,28023,Spain,EMEA,Fernandez,Jesus
10185,30,94.4,11/14/2003 0:00,Shipped,Ships,S700_1938,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA,Tam,Wing C
10196,50,94.4,11/26/2003 0:00,Shipped,Ships,S700_1938,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,NA,Murphy,Leslie
10208,40,80.55,1/2/2004 0:00,Shipped,Ships,S700_1938,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,,69004,France,EMEA,Saveley,Mary
10221,23,97,2/18/2004 0:00,Shipped,Ships,S700_1938,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine
10232,26,88.34,3/20/2004 0:00,Shipped,Ships,S700_1938,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen
10248,40,100,5/7/2004 0:00,Cancelled,Ships,S700_1938,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,NA,Yu,Kwai
10273,21,100,7/21/2004 0:00,Shipped,Ships,S700_1938,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine
10282,43,86.61,8/20/2004 0:00,Shipped,Ships,S700_1938,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,NA,Nelson,Valarie
10293,29,71.89,9/9/2004 0:00,Shipped,Ships,S700_1938,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,,10100,Italy,EMEA,Accorti,Paolo
10306,38,91.81,10/14/2004 0:00,Shipped,Ships,S700_1938,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria
10314,23,76.22,10/22/2004 0:00,Shipped,Ships,S700_1938,Heintze Collectables,86 21 3555,Smagsloget 45,?rhus,,8200,Denmark,EMEA,Ibsen,Palle
10327,20,100,11/10/2004 0:00,Resolved,Ships,S700_1938,Danish Wholesale Imports,31 12 3555,Vinb‘ltet 34,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte
10337,36,70.3,11/21/2004 0:00,Shipped,Ships,S700_1938,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,NY,10022,USA,NA,Hernandez,Maria
10350,28,100,12/2/2004 0:00,Shipped,Ships,S700_1938,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10372,44,100,1/26/2005 0:00,Shipped,Ships,S700_1938,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko
10384,49,100,2/23/2005 0:00,Shipped,Ships,S700_1938,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,,USA,NA,Brown,Julie
10397,32,80.55,3/28/2005 0:00,Shipped,Ships,S700_1938,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,,31000,France,EMEA,Roulet,Annette
10414,34,100,5/6/2005 0:00,On Hold,Ships,S700_1938,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,MA,51003,USA,NA,Yoshido,Juri
10106,30,100,2/17/2003 0:00,Shipped,Ships,S700_2047,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
10119,29,94.14,4/28/2003 0:00,Shipped,Ships,S700_2047,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,,5020,Austria,EMEA,Pipps,Georg
10131,22,85.99,6/16/2003 0:00,Shipped,Ships,S700_2047,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,CT,97561,USA,NA,Lewis,Dan
10143,26,100,8/10/2003 0:00,Shipped,Ships,S700_2047,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA,Tam,Wing C
10155,32,91.43,10/6/2003 0:00,Shipped,Ships,S700_2047,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,,21240,Finland,EMEA,Karttunen,Matti
10167,29,100,10/23/2003 0:00,Cancelled,Ships,S700_2047,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Br„cke,,S-844 67,Sweden,EMEA,Larsson,Maria
10178,34,96.86,11/8/2003 0:00,Shipped,Ships,S700_2047,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,,31000,France,EMEA,Roulet,Annette
10186,24,99.57,11/14/2003 0:00,Shipped,Ships,S700_2047,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,London,,WA1 1DP,UK,EMEA,Hardy,Thomas
10197,24,90.52,11/26/2003 0:00,Shipped,Ships,S700_2047,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo
10209,33,88.71,1/9/2004 0:00,Shipped,Ships,S700_2047,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,Los Angeles,CA,,USA,NA,Chandler,Michael
10222,26,100,2/19/2004 0:00,Shipped,Ships,S700_2047,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,CA,91217,USA,NA,Thompson,Valarie
10249,40,95.95,5/8/2004 0:00,Shipped,Ships,S700_2047,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Cambridge,MA,51247,USA,NA,Tseng,Kyung
10262,44,94.14,6/24/2004 0:00,Cancelled,Ships,S700_2047,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10274,24,90.52,7/21/2004 0:00,Shipped,Ships,S700_2047,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,NA,Nelson,Allen
10283,20,94.14,8/20/2004 0:00,Shipped,Ships,S700_2047,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth
10296,34,100,9/15/2004 0:00,Shipped,Ships,S700_2047,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,,80686,Germany,EMEA,Donnermeyer,Michael
10307,34,97.76,10/14/2004 0:00,Shipped,Ships,S700_2047,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca
10316,45,93.24,11/1/2004 0:00,Shipped,Ships,S700_2047,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen
10328,41,100,11/12/2004 0:00,Shipped,Ships,S700_2047,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
10339,55,71.25,11/23/2004 0:00,Shipped,Ships,S700_2047,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko
10352,23,100,12/3/2004 0:00,Shipped,Ships,S700_2047,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,Brickhaven,MA,58339,USA,NA,Taylor,Leslie
10361,24,45.39,12/17/2004 0:00,Shipped,Ships,S700_2047,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
10373,32,84.41,1/31/2005 0:00,Shipped,Ships,S700_2047,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko
10386,29,85.76,3/1/2005 0:00,Resolved,Ships,S700_2047,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10398,36,100,3/30/2005 0:00,Shipped,Ships,S700_2047,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,,51100,France,EMEA,Henriot,Paul
10400,46,87.8,4/1/2005 0:00,Shipped,Ships,S700_2047,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,NA,Frick,Sue
10415,32,95.95,5/9/2005 0:00,Disputed,Ships,S700_2047,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean
10106,34,100,2/17/2003 0:00,Shipped,Planes,S700_2466,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
10120,24,100,4/29/2003 0:00,Shipped,Planes,S700_2466,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
10131,40,100,6/16/2003 0:00,Shipped,Planes,S700_2466,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,CT,97561,USA,NA,Lewis,Dan
10143,26,82.77,8/10/2003 0:00,Shipped,Planes,S700_2466,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,NA,Tam,Wing C
10155,20,100,10/6/2003 0:00,Shipped,Planes,S700_2466,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,,21240,Finland,EMEA,Karttunen,Matti
10168,31,100,10/28/2003 0:00,Shipped,Planes,S700_2466,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,NA,Hirano,Juri
10178,22,87.75,11/8/2003 0:00,Shipped,Planes,S700_2466,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,,31000,France,EMEA,Roulet,Annette
10198,42,100,11/27/2003 0:00,Shipped,Planes,S700_2466,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold
10210,26,99.72,1/12/2004 0:00,Shipped,Planes,S700_2466,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory
10222,37,87.75,2/19/2004 0:00,Shipped,Planes,S700_2466,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,CA,91217,USA,NA,Thompson,Valarie
10235,38,88.75,4/2/2004 0:00,Shipped,Planes,S700_2466,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth
10250,35,100,5/11/2004 0:00,Shipped,Planes,S700_2466,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,NA,Frick,Sue
10262,33,90.75,6/24/2004 0:00,Cancelled,Planes,S700_2466,Euro+ Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego
10275,39,100,7/23/2004 0:00,Shipped,Planes,S700_2466,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA,Labrune,Janine
10284,45,100,8/21/2004 0:00,Shipped,Planes,S700_2466,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan
10296,24,100,9/15/2004 0:00,Shipped,Planes,S700_2466,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Munich,,80686,Germany,EMEA,Donnermeyer,Michael
10308,35,88.75,10/15/2004 0:00,Shipped,Planes,S700_2466,Mini Classics,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,NA,Frick,Steve
10316,23,100,11/1/2004 0:00,Shipped,Planes,S700_2466,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen
10328,37,100,11/12/2004 0:00,Shipped,Planes,S700_2466,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni
